STYLE;COLOUR;BOX;SIZES;ASSORTMENT;BAR CODE;PROVIDER;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576031720910KR ;995       ;
GOAL                ;SLV       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576031720910DEI;995       ;
KIRO                ;SND       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032930110I  ;995       ;
KIRO                ;SND       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032930110I  ;995       ;
KIRO                ;SND       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032930110I  ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930110KR ;995       ;
KIRO                ;SND       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930110DEI;995       ;
KIRO                ;SND       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930110DEI;995       ;
KIRO                ;SND       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930110DEI;995       ;
KIRO                ;SND       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930110DEI;995       ;
KIRO                ;SND       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930110DEI;995       ;
KIRO                ;DGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930801KR ;995       ;
KIRO                ;DGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930801KR ;995       ;
KIRO                ;DGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930801KR ;995       ;
KIRO                ;DGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930801KR ;995       ;
KIRO                ;DGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930801KR ;995       ;
KIRO                ;DGY       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930801DEI;995       ;
KIRO                ;DGY       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930801DEI;995       ;
KIRO                ;DGY       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930801DEI;995       ;
KIRO                ;DGY       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930801DEI;995       ;
KIRO                ;LIL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930840KR ;995       ;
KIRO                ;LIL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930840KR ;995       ;
KIRO                ;LIL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930840KR ;995       ;
KIRO                ;LIL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930840KR ;995       ;
KIRO                ;LIL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930840KR ;995       ;
KIRO                ;LIL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032930840KR ;995       ;
KIRO                ;LIL       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930840DEI;995       ;
KIRO                ;LIL       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930840DEI;995       ;
KIRO                ;LIL       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930840DEI;995       ;
KIRO                ;LIL       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930840DEI;995       ;
KIRO                ;LIL       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032930840DEI;995       ;
KIRO                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032940201I  ;995       ;
KIRO                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032940201I  ;995       ;
KIRO                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032940201KR ;995       ;
KIRO                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032940201KR ;995       ;
KIRO                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032940201KR ;995       ;
KIRO                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032940201KR ;995       ;
KIRO                ;DBR       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032940201DEI;995       ;
KIRO                ;DBR       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032940201DEI;995       ;
KIRO                ;DBR       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032940201DEI;995       ;
GOAL                ;BGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970080KR ;995       ;
GOAL                ;BGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970080KR ;995       ;
GOAL                ;BGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970080KR ;995       ;
GOAL                ;BGY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970080KR ;995       ;
GOAL                ;BGY       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032970080DEI;995       ;
GOAL                ;BUR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970510I  ;995       ;
GOAL                ;BUR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970510I  ;995       ;
GOAL                ;BUR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970510I  ;995       ;
GOAL                ;BUR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970510I  ;995       ;
GOAL                ;BUR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970510KR ;995       ;
GOAL                ;BUR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970510KR ;995       ;
GOAL                ;BUR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970510KR ;995       ;
GOAL                ;BUR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970510KR ;995       ;
GOAL                ;BUR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970510KR ;995       ;
GOAL                ;BUR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970510KR ;995       ;
GOAL                ;BUR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970510KR ;995       ;
GOAL                ;BUR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970510KR ;995       ;
GOAL                ;WGN       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970760I  ;995       ;
GOAL                ;WGN       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970760KR ;995       ;
GOAL                ;WGN       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970760KR ;995       ;
GOAL                ;WGN       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970760KR ;995       ;
GOAL                ;WGN       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970760KR ;995       ;
GOAL                ;WGN       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970760KR ;995       ;
GOAL                ;GYS       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970805I  ;995       ;
GOAL                ;GYS       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970805KR ;995       ;
GOAL                ;GHY       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970860I  ;995       ;
GOAL                ;GHY       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970860I  ;995       ;
GOAL                ;GHY       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970860I  ;995       ;
GOAL                ;GHY       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032970860I  ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032970860KR ;995       ;
GOAL                ;GHY       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032970860DEI;995       ;
GOAL                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980201I  ;995       ;
GOAL                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980201I  ;995       ;
GOAL                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980201I  ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980201KR ;995       ;
GOAL                ;DBR       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032980201DEI;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980230I  ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;EXP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980230KR ;995       ;
GOAL                ;TOP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980982I  ;995       ;
GOAL                ;TOP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980982I  ;995       ;
GOAL                ;TOP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980982I  ;995       ;
GOAL                ;TOP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980982I  ;995       ;
GOAL                ;TOP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980982I  ;995       ;
GOAL                ;TOP       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576032980982I  ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
