STYLE;COLOUR;BOX;SIZES;ASSORTMENT;BAR CODE;PROVIDER;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576032980982KR ;995       ;
GOAL                ;TOP       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032980982DEI;995       ;
GOAL                ;TOP       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576032980982DEI;995       ;
NILO                ;BLK       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576033980000DEI;995       ;
NILO                ;BRW       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980200KR ;995       ;
NILO                ;BRW       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980200KR ;995       ;
NILO                ;RED       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980500KR ;995       ;
NILO                ;KAK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980620KR ;995       ;
NILO                ;KAK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980620KR ;995       ;
NILO                ;WHT       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980700KR ;995       ;
NILO                ;BOB       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980983KR ;995       ;
NILO                ;BOB       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980983KR ;995       ;
NILO                ;BOB       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576033980983KR ;995       ;
NILO                ;BOB       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576033980983DEI;995       ;
NILO                ;BOB       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576033980983DEI;995       ;
2003                ;YEL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000890KR ;995       ;
2003                ;YEL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000890KR ;995       ;
2003                ;YEL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000890KR ;995       ;
2003                ;YEL       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034000890DEI;995       ;
2003                ;SLV       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034000910I  ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034000910KR ;995       ;
2003                ;SLV       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034000910DEI;995       ;
GOAL                ;BCU       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010030KR ;995       ;
GOAL                ;MOC       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034010210I  ;995       ;
GOAL                ;MOC       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034010210I  ;995       ;
GOAL                ;MOC       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034010210I  ;995       ;
GOAL                ;MOC       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034010210I  ;995       ;
GOAL                ;MOC       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034010210I  ;995       ;
GOAL                ;MOC       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034010210I  ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010210KR ;995       ;
GOAL                ;MOC       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034010210DEI;995       ;
GOAL                ;COG       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034010350I  ;995       ;
GOAL                ;COG       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010350KR ;995       ;
GOAL                ;COG       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010350KR ;995       ;
GOAL                ;COG       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010350KR ;995       ;
GOAL                ;COG       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010350KR ;995       ;
GOAL                ;COG       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010350KR ;995       ;
GOAL                ;COG       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034010350KR ;995       ;
GOAL                ;GRIS CENIZ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034010815I  ;995       ;
GOAL                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030001KR ;995       ;
GOAL                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030001KR ;995       ;
GOAL                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030001KR ;995       ;
GOAL                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030001KR ;995       ;
GOAL                ;WBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030720KR ;995       ;
GOAL                ;WBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030720KR ;995       ;
GOAL                ;WBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030720KR ;995       ;
GOAL                ;WBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030720KR ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034030790I  ;995       ;
GOAL                ;WGL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030790KR ;995       ;
GOAL                ;WGL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030790KR ;995       ;
GOAL                ;WGL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030790KR ;995       ;
GOAL                ;WGL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030790KR ;995       ;
GOAL                ;WGL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030790KR ;995       ;
GOAL                ;WGL       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034030790KR ;995       ;
GOAL                ;WGL       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034030790DEI;995       ;
GOAL                ;WGL       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034030790DEI;995       ;
GOAL                ;DOT       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090007KR ;995       ;
GOAL                ;DOT       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090007KR ;995       ;
GOAL                ;DOT       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090007KR ;995       ;
GOAL                ;DOT       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090007KR ;995       ;
GOAL                ;DOT       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090007KR ;995       ;
GOAL                ;BBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034090020I  ;995       ;
GOAL                ;BBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034090020I  ;995       ;
GOAL                ;BBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034090020I  ;995       ;
GOAL                ;BBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090020KR ;995       ;
GOAL                ;BBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090020KR ;995       ;
GOAL                ;BBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090020KR ;995       ;
GOAL                ;BBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090020KR ;995       ;
GOAL                ;BBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090020KR ;995       ;
GOAL                ;BBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090020KR ;995       ;
GOAL                ;BBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090020KR ;995       ;
GOAL                ;MIX       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034090999I  ;995       ;
GOAL                ;MIX       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034090999I  ;995       ;
GOAL                ;MIX       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090999KR ;995       ;
GOAL                ;MIX       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090999KR ;995       ;
GOAL                ;MIX       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034090999KR ;995       ;
2003                ;NBK       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250001I  ;995       ;
2003                ;NBK       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250001I  ;995       ;
2003                ;NBK       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250001I  ;995       ;
2003                ;NBK       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250001I  ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250001KR ;995       ;
2003                ;NBK       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034250001DEI;995       ;
2003                ;NBK       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034250001DEI;995       ;
2003                ;NBK       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034250001DEI;995       ;
2003                ;NBK       ;DEI;37 38 39 40 41 42                       ;1 2 3 3 2 1 012                         ;017460333576034250001DEI;995       ;
2003                ;BGE       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250100I  ;995       ;
2003                ;BGE       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250100I  ;995       ;
2003                ;BGE       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250100I  ;995       ;
2003                ;BGE       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250100I  ;995       ;
2003                ;BGE       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250100I  ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;BGE       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250100KR ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250201I  ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;DBR       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250201KR ;995       ;
2003                ;WPK       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460333576034250710I  ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
2003                ;WPK       ;KR ;36 37 38 39 40 41                       ;1 1 2 2 1 1 008                         ;017460333576034250710KR ;995       ;
