STYLE;COLOUR;BOX;SIZES;ASSORTMENT;BAR CODE;PROVIDER;
GOAL                ;COG       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034010350N  ;995       ;
GOAL                ;COG       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034010350N  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030720I  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030720L  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030720M  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WBR       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030720N  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034030790I  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;L  ;37 38 39 40                             ;1 2 2 1 006                             ;017460318776034030790L  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;M  ;36 37 38 39 40                          ;1 1 2 1 1 006                           ;017460318776034030790M  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
GOAL                ;WGL       ;N  ;37 38 39 40 41                          ;1 1 2 1 1 006                           ;017460318776034030790N  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034250201I  ;995       ;
2003                ;DBR       ;I  ;36 37 38 39 40 41                       ;1 2 3 3 2 1 012                         ;017460318776034250201I  ;995       ;
